#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Bordetella pertussis","VA-175",19440,SAMN04867635 ,PRJNA321467,"Proteobacteria","Betaproteobacteria",GCA_001686425.1 ,4.11,67.7,chromosome:NZ_CP015760.1/CP015760.1,-,1,3978,3625,2016/07/15,2017/04/10,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/425/GCF_001686425.1_ASM168642v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/425/GCA_001686425.1_ASM168642v1
"Bordetella pertussis","VA-150",19440,SAMN04867634 ,PRJNA321467,"Proteobacteria","Betaproteobacteria",GCA_001686445.1 ,4.11355,67.7,chromosome:NZ_CP015762.1/CP015762.1,-,1,3972,3575,2016/07/15,2017/03/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/445/GCF_001686445.1_ASM168644v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/445/GCA_001686445.1_ASM168644v1
"Bordetella pertussis","VA-52",19440,SAMN04867631 ,PRJNA321467,"Proteobacteria","Betaproteobacteria",GCA_001686465.1 ,4.12341,67.7,chromosome:NZ_CP015763.1/CP015763.1,-,1,3986,3630,2016/07/15,2017/03/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/465/GCF_001686465.1_ASM168646v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/465/GCA_001686465.1_ASM168646v1
"Bordetella pertussis","VA-198",19440,SAMN04867638 ,PRJNA321467,"Proteobacteria","Betaproteobacteria",GCA_001686485.1 ,4.12871,67.7,chromosome:NZ_CP015764.1/CP015764.1,-,1,3994,3629,2016/07/15,2017/03/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/485/GCF_001686485.1_ASM168648v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/485/GCA_001686485.1_ASM168648v1
"Bordetella pertussis","VA-09",19440,SAMN04867627 ,PRJNA321467,"Proteobacteria","Betaproteobacteria",GCA_001686505.1 ,4.11305,67.7,chromosome:NZ_CP015765.1/CP015765.1,-,1,3975,3631,2016/07/15,2017/03/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/505/GCF_001686505.1_ASM168650v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/505/GCA_001686505.1_ASM168650v1
"Bordetella pertussis","VA-15",19440,SAMN04867629 ,PRJNA321467,"Proteobacteria","Betaproteobacteria",GCA_001686525.1 ,4.12099,67.7,chromosome:NZ_CP015766.1/CP015766.1,-,1,3979,3562,2016/07/15,2017/03/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/525/GCF_001686525.1_ASM168652v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/525/GCA_001686525.1_ASM168652v1
"Bordetella pertussis","VA-18",19440,SAMN04867630 ,PRJNA321467,"Proteobacteria","Betaproteobacteria",GCA_001686545.1 ,4.14714,67.7,chromosome:NZ_CP015767.1/CP015767.1,-,1,4015,3636,2016/07/15,2017/03/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/545/GCF_001686545.1_ASM168654v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/545/GCA_001686545.1_ASM168654v1
"Bordetella pertussis","VA-62",19440,SAMN04867632 ,PRJNA321467,"Proteobacteria","Betaproteobacteria",GCA_001686565.1 ,4.11578,67.7,chromosome:NZ_CP015768.1/CP015768.1,-,1,3980,3636,2016/07/15,2017/03/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/565/GCF_001686565.1_ASM168656v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/565/GCA_001686565.1_ASM168656v1
"Bordetella pertussis","VA-145",19440,SAMN04867633 ,PRJNA321467,"Proteobacteria","Betaproteobacteria",GCA_001686585.1 ,4.11692,67.7,chromosome:NZ_CP015769.1/CP015769.1,-,1,3984,3641,2016/07/15,2017/03/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/585/GCF_001686585.1_ASM168658v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/585/GCA_001686585.1_ASM168658v1
"Bordetella pertussis","VA-010",19440,SAMN04867628 ,PRJNA321467,"Proteobacteria","Betaproteobacteria",GCA_001686605.1 ,4.12172,67.7,chromosome:NZ_CP015770.1/CP015770.1,-,1,3985,3631,2016/07/15,2017/03/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/605/GCF_001686605.1_ASM168660v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/605/GCA_001686605.1_ASM168660v1
"Bordetella pertussis","UT25Sm1",19440,SAMN04994865 ,PRJNA321467,"Proteobacteria","Betaproteobacteria",GCA_001686625.1 ,4.12477,67.7,chromosome:NZ_CP015771.1/CP015771.1,-,1,4003,3590,2016/07/15,2018/08/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/625/GCF_001686625.1_ASM168662v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/625/GCA_001686625.1_ASM168662v1
"Bordetella pertussis","B203",19440,SAMN03877216 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001687385.1 ,4.13464,67.7,chromosome:NZ_CP012128.1/CP012128.1,-,1,3983,3631,2016/07/19,2017/03/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/385/GCF_001687385.1_ASM168738v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/385/GCA_001687385.1_ASM168738v1
"Bordetella pertussis","B202",19440,SAMN05333716 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001687405.1 ,4.12898,67.7,chromosome:NZ_CP016338.1/CP016338.1,-,1,3993,3640,2016/07/19,2017/03/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/405/GCF_001687405.1_ASM168740v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/405/GCA_001687405.1_ASM168740v1
"Bordetella pertussis","J445",19440,SAMN05770313 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001831395.1 ,4.12898,67.7,chromosome:NZ_CP017402.1/CP017402.1,-,1,3992,3641,2016/10/24,2017/03/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/831/395/GCF_001831395.1_ASM183139v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/831/395/GCA_001831395.1_ASM183139v1
"Bordetella pertussis","J446",19440,SAMN05770314 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001831415.1 ,4.14037,67.7,chromosome:NZ_CP017403.1/CP017403.1,-,1,3989,3630,2016/10/24,2017/03/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/831/415/GCF_001831415.1_ASM183141v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/831/415/GCA_001831415.1_ASM183141v1
"Bordetella pertussis","J447",19440,SAMN05770315 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001831435.1 ,4.25741,67.8,chromosome:NZ_CP017404.1/CP017404.1,-,1,4115,3752,2016/10/24,2017/03/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/831/435/GCF_001831435.1_ASM183143v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/831/435/GCA_001831435.1_ASM183143v1
"Bordetella pertussis","J448",19440,SAMN05770316 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001831455.1 ,4.3864,67.8,chromosome:NZ_CP017405.1/CP017405.1,-,1,4239,3866,2016/10/24,2017/03/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/831/455/GCF_001831455.1_ASM183145v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/831/455/GCA_001831455.1_ASM183145v1
"Bordetella pertussis","C571",19440,SAMN03455331 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001984925.1 ,4.10536,67.7,chromosome:NZ_CP011167.1/CP011167.1,-,1,3970,3629,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/984/925/GCF_001984925.1_ASM198492v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/984/925/GCA_001984925.1_ASM198492v1
"Bordetella pertussis","C958",19440,SAMN03455332 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001984945.1 ,4.10025,67.7,chromosome:NZ_CP011168.1/CP011168.1,-,1,3967,3624,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/984/945/GCF_001984945.1_ASM198494v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/984/945/GCA_001984945.1_ASM198494v1
"Bordetella pertussis","D521",19440,SAMN03455333 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001984965.1 ,4.1011,67.7,chromosome:NZ_CP011169.1/CP011169.1,-,1,3962,3619,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/984/965/GCF_001984965.1_ASM198496v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/984/965/GCA_001984965.1_ASM198496v1
"Bordetella pertussis","D879",19440,SAMN03455334 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001984985.1 ,4.1064,67.7,chromosome:NZ_CP011170.1/CP011170.1,-,1,3973,3635,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/984/985/GCF_001984985.1_ASM198498v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/984/985/GCA_001984985.1_ASM198498v1
"Bordetella pertussis","E150",19440,SAMN03455335 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985005.1 ,4.10431,67.7,chromosome:NZ_CP011171.1/CP011171.1,-,1,3966,3621,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/005/GCF_001985005.1_ASM198500v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/005/GCA_001985005.1_ASM198500v1
"Bordetella pertussis","E555",19440,SAMN03455336 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985025.1 ,4.10221,67.7,chromosome:NZ_CP011172.1/CP011172.1,-,1,3964,3619,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/025/GCF_001985025.1_ASM198502v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/025/GCA_001985025.1_ASM198502v1
"Bordetella pertussis","E587",19440,SAMN03455337 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985045.1 ,4.10163,67.7,chromosome:NZ_CP011173.1/CP011173.1,-,1,3963,3621,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/045/GCF_001985045.1_ASM198504v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/045/GCA_001985045.1_ASM198504v1
"Bordetella pertussis","E809",19440,SAMN03455338 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985065.1 ,4.10325,67.7,chromosome:NZ_CP011174.1/CP011174.1,-,1,3965,3623,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/065/GCF_001985065.1_ASM198506v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/065/GCA_001985065.1_ASM198506v1
"Bordetella pertussis","E976",19440,SAMN03455339 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985085.1 ,4.11641,67.7,chromosome:NZ_CP011175.1/CP011175.1,-,1,3977,3621,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/085/GCF_001985085.1_ASM198508v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/085/GCA_001985085.1_ASM198508v1
"Bordetella pertussis","F011",19440,SAMN03455340 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985105.1 ,4.1022,67.7,chromosome:NZ_CP011176.1/CP011176.1,-,1,3969,3628,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/105/GCF_001985105.1_ASM198510v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/105/GCA_001985105.1_ASM198510v1
"Bordetella pertussis","F034",19440,SAMN03455341 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985125.1 ,4.10589,67.7,chromosome:NZ_CP011177.1/CP011177.1,-,1,3971,3630,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/125/GCF_001985125.1_ASM198512v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/125/GCA_001985125.1_ASM198512v1
"Bordetella pertussis","F658",19440,SAMN03455342 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985145.1 ,4.10748,67.7,chromosome:NZ_CP011178.1/CP011178.1,-,1,3968,3625,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/145/GCF_001985145.1_ASM198514v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/145/GCA_001985145.1_ASM198514v1
"Bordetella pertussis","F670",19440,SAMN03455343 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985165.1 ,4.10321,67.7,chromosome:NZ_CP011179.1/CP011179.1,-,1,3966,3621,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/165/GCF_001985165.1_ASM198516v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/165/GCA_001985165.1_ASM198516v1
"Bordetella pertussis","F687",19440,SAMN03455345 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985205.1 ,4.10849,67.7,chromosome:NZ_CP011181.1/CP011181.1,-,1,3976,3634,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/205/GCF_001985205.1_ASM198520v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/205/GCA_001985205.1_ASM198520v1
"Bordetella pertussis","F948",19440,SAMN03455346 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985225.1 ,4.10641,67.7,chromosome:NZ_CP011182.1/CP011182.1,-,1,3968,3624,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/225/GCF_001985225.1_ASM198522v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/225/GCA_001985225.1_ASM198522v1
"Bordetella pertussis","H520",19440,SAMN03455347 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985245.1 ,4.10266,67.7,chromosome:NZ_CP011183.1/CP011183.1,-,1,3968,3621,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/245/GCF_001985245.1_ASM198524v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/245/GCA_001985245.1_ASM198524v1
"Bordetella pertussis","H579",19440,SAMN03455348 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985265.1 ,4.10951,67.7,chromosome:NZ_CP011184.1/CP011184.1,-,1,3972,3623,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/265/GCF_001985265.1_ASM198526v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/265/GCA_001985265.1_ASM198526v1
"Bordetella pertussis","H637",19440,SAMN03455349 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985285.1 ,4.1037,67.7,chromosome:NZ_CP011185.1/CP011185.1,-,1,3966,3618,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/285/GCF_001985285.1_ASM198528v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/285/GCA_001985285.1_ASM198528v1
"Bordetella pertussis","H665",19440,SAMN03455350 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985305.1 ,4.10953,67.7,chromosome:NZ_CP011186.1/CP011186.1,-,1,3975,3627,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/305/GCF_001985305.1_ASM198530v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/305/GCA_001985305.1_ASM198530v1
"Bordetella pertussis","H703",19440,SAMN03455351 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985325.1 ,4.10744,67.7,chromosome:NZ_CP011187.1/CP011187.1,-,1,3970,3623,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/325/GCF_001985325.1_ASM198532v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/325/GCA_001985325.1_ASM198532v1
"Bordetella pertussis","H707",19440,SAMN03455352 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985345.1 ,4.10728,67.7,chromosome:NZ_CP011188.1/CP011188.1,-,1,3966,3622,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/345/GCF_001985345.1_ASM198534v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/345/GCA_001985345.1_ASM198534v1
"Bordetella pertussis","H729",19440,SAMN03455353 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985365.1 ,4.10848,67.7,chromosome:NZ_CP011189.1/CP011189.1,-,1,3973,3629,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/365/GCF_001985365.1_ASM198536v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/365/GCA_001985365.1_ASM198536v1
"Bordetella pertussis","H740",19440,SAMN03455354 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985385.1 ,4.11108,67.7,chromosome:NZ_CP011190.1/CP011190.1,-,1,3972,3615,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/385/GCF_001985385.1_ASM198538v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/385/GCA_001985385.1_ASM198538v1
"Bordetella pertussis","H754",19440,SAMN03455355 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985405.1 ,4.10176,67.7,chromosome:NZ_CP011191.1/CP011191.1,-,1,3970,3631,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/405/GCF_001985405.1_ASM198540v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/405/GCA_001985405.1_ASM198540v1
"Bordetella pertussis","H765",19440,SAMN03455356 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985425.1 ,4.10325,67.7,chromosome:NZ_CP011192.1/CP011192.1,-,1,3969,3624,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/425/GCF_001985425.1_ASM198542v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/425/GCA_001985425.1_ASM198542v1
"Bordetella pertussis","H784",19440,SAMN03455357 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985445.1 ,4.1064,67.7,chromosome:NZ_CP011193.1/CP011193.1,-,1,3970,3631,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/445/GCF_001985445.1_ASM198544v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/445/GCA_001985445.1_ASM198544v1
"Bordetella pertussis","H800",19440,SAMN03455358 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985465.1 ,4.10231,67.7,chromosome:NZ_CP011194.1/CP011194.1,-,1,3962,3614,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/465/GCF_001985465.1_ASM198546v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/465/GCA_001985465.1_ASM198546v1
"Bordetella pertussis","H806",19440,SAMN03455359 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985485.1 ,4.10353,67.7,chromosome:NZ_CP011195.1/CP011195.1,-,1,3967,3628,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/485/GCF_001985485.1_ASM198548v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/485/GCA_001985485.1_ASM198548v1
"Bordetella pertussis","H810",19440,SAMN03455360 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985505.1 ,4.10638,67.7,chromosome:NZ_CP011196.1/CP011196.1,-,1,3974,3625,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/505/GCF_001985505.1_ASM198550v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/505/GCA_001985505.1_ASM198550v1
"Bordetella pertussis","H812",19440,SAMN03455361 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985525.1 ,4.1065,67.7,chromosome:NZ_CP011197.1/CP011197.1,-,1,3965,3615,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/525/GCF_001985525.1_ASM198552v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/525/GCA_001985525.1_ASM198552v1
"Bordetella pertussis","I228",19440,SAMN03455362 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985545.1 ,4.11165,67.7,chromosome:NZ_CP011198.1/CP011198.1,-,1,3973,3625,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/545/GCF_001985545.1_ASM198554v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/545/GCA_001985545.1_ASM198554v1
"Bordetella pertussis","I238",19440,SAMN03455363 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985565.1 ,4.10458,67.7,chromosome:NZ_CP011199.1/CP011199.1,-,1,3972,3629,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/565/GCF_001985565.1_ASM198556v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/565/GCA_001985565.1_ASM198556v1
"Bordetella pertussis","I373",19440,SAMN03455364 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985585.1 ,4.10595,67.7,chromosome:NZ_CP011200.1/CP011200.1,-,1,3963,3611,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/585/GCF_001985585.1_ASM198558v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/585/GCA_001985585.1_ASM198558v1
"Bordetella pertussis","I387",19440,SAMN03455365 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985605.1 ,4.10849,67.7,chromosome:NZ_CP011201.1/CP011201.1,-,1,3976,3629,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/605/GCF_001985605.1_ASM198560v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/605/GCA_001985605.1_ASM198560v1
"Bordetella pertussis","I602",19440,SAMN03455366 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985625.1 ,4.10848,67.7,chromosome:NZ_CP011202.1/CP011202.1,-,1,3974,3626,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/625/GCF_001985625.1_ASM198562v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/625/GCA_001985625.1_ASM198562v1
"Bordetella pertussis","I730",19440,SAMN03455367 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985645.1 ,4.10641,67.7,chromosome:NZ_CP011203.1/CP011203.1,-,1,3973,3627,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/645/GCF_001985645.1_ASM198564v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/645/GCA_001985645.1_ASM198564v1
"Bordetella pertussis","I752",19440,SAMN03455368 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985665.1 ,4.11059,67.7,chromosome:NZ_CP011204.1/CP011204.1,-,1,3970,3620,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/665/GCF_001985665.1_ASM198566v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/665/GCA_001985665.1_ASM198566v1
"Bordetella pertussis","I763",19440,SAMN03455369 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985685.1 ,4.1064,67.7,chromosome:NZ_CP011205.1/CP011205.1,-,1,3974,3628,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/685/GCF_001985685.1_ASM198568v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/685/GCA_001985685.1_ASM198568v1
"Bordetella pertussis","I915",19440,SAMN03455370 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985705.1 ,4.10639,67.7,chromosome:NZ_CP011206.1/CP011206.1,-,1,3975,3631,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/705/GCF_001985705.1_ASM198570v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/705/GCA_001985705.1_ASM198570v1
"Bordetella pertussis","I944",19440,SAMN03455371 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001985725.1 ,4.11274,67.7,chromosome:NZ_CP011207.1/CP011207.1,-,1,3980,3640,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/725/GCF_001985725.1_ASM198572v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/725/GCA_001985725.1_ASM198572v1
