Alias	Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	ENA_checklist	Experiment	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	SRA_accession	Sample_Name	Title	collected_by	collection_date	geo_loc_name	geographic_location_country_and_or_sea	host	host_disease	host_health_state	isolate	isolation_source	lat_lon	strain	Consent
BP56_rpt-sc-2010-09-09-282715	WGS		116	PRJEB2274	SAMEA751489		SC	sra	ncbi		2011-02-10	2018-11-16	ERC000011	ERX2004012	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T09:52:41Z	public	283	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220284O	2012-07-28	172	103	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029307	ERS014514	ERP000331	ERS014514	SAMEA751489 ERS014514	Bordetella pertussis		1999		Japan			disease	BP56			B135	public
BP119_rpt-sc-2010-09-09-282716	WGS		116	PRJEB2274	SAMEA751490		SC	sra	ncbi		2011-02-10	2018-11-16	ERC000011	ERX2003990	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T09:52:41Z	public	284	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220296S	2012-07-28	248	149	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029317	ERS014515	ERP000331	ERS014515	SAMEA751490 ERS014515	Bordetella pertussis		2001		Japan			disease	BP119			B136	public
BP143_rpt-sc-2010-09-09-282717	WGS		116	PRJEB2274	SAMEA751487		SC	sra	ncbi		2011-02-10	2018-11-16	ERC000011	ERX2003991	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T09:52:41Z	public	276	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220297T	2012-07-30	339	204	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029320	ERS014516	ERP000331	ERS014516	SAMEA751487 ERS014516	Bordetella pertussis		2002		Japan			disease	BP143			B137	public
BP227_rpt-sc-2010-09-09-282718	WGS		116	PRJEB2274	SAMEA751488		SC	sra	ncbi		2011-02-10	2018-11-16	ERC000011	ERX2003992	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T11:57:07Z	public	274	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220298U	2012-07-30	443	269	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029321	ERS014517	ERP000331	ERS014517	SAMEA751488 ERS014517	Bordetella pertussis		2003		Japan			disease	BP227			B138	public
BP230_rpt-sc-2010-09-09-282719	WGS		116	PRJEB2274	SAMEA751485		SC	sra	ncbi		2011-02-10	2018-11-16	ERC000011	ERX2003993	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T11:57:07Z	public	271	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220299V	2012-07-28	196	117	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029322	ERS014518	ERP000331	ERS014518	SAMEA751485 ERS014518	Bordetella pertussis		2004		Japan			disease	BP230			B139	public
BP279_rpt-sc-2010-09-09-282720	WGS		116	PRJEB2274	SAMEA751486		SC	sra	sra-sos	sra-sos.public	2011-02-10	2018-11-16	ERC000011	ERX2003994	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T11:57:07Z	public	283	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220300U	2012-07-28	210	129	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029323	ERS014519	ERP000331	ERS014519	SAMEA751486 ERS014519	Bordetella pertussis		2004		Japan			disease	BP279			B140	public
BP310_rpt-sc-2010-09-09-282721	WGS		116	PRJEB2274	SAMEA751127		SC	sra	ncbi		2011-02-10	2018-11-16	ERC000011	ERX2003995	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T09:52:41Z	public	272	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220301V	2012-07-30	401	244	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029324	ERS014520	ERP000331	ERS014520	SAMEA751127 ERS014520	Bordetella pertussis		2006		Japan			disease	BP310			B141	public
BP317_rpt-sc-2010-09-09-282722	WGS		116	PRJEB2274	SAMEA751126		SC	sra	sra-sos	sra-sos.public	2011-02-10	2018-11-16	ERC000011	ERX2003996	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T09:52:41Z	public	275	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220302W	2012-07-30	339	205	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029325	ERS014521	ERP000331	ERS014521	SAMEA751126 ERS014521	Bordetella pertussis		2007		Japan			disease	BP317			B142	public
BP6_rpt-sc-2010-09-09-282724	WGS		116	PRJEB2274	SAMEA751125		SC	sra	ncbi		2011-02-10	2018-11-16	ERC000011	ERX2003997	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T11:57:07Z	public	288	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220303A	2012-07-30	295	179	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029326	ERS014523	ERP000331	ERS014523	SAMEA751125 ERS014523	Bordetella pertussis		2000		Argentina			disease	BP6			B003	public
BP2_rpt-sc-2010-09-09-282725	WGS		116	PRJEB2274	SAMEA751131		SC	sra	ncbi		2011-02-10	2018-11-16	ERC000011	ERX2003998	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T11:57:07Z	public	249	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220304B	2012-07-28	394	238	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029327	ERS014524	ERP000331	ERS014524	SAMEA751131 ERS014524	Bordetella pertussis		2000		Argentina			disease	BP2			B002	public
BP7_rpt-sc-2010-09-09-282726	WGS		116	PRJEB2274	SAMEA751130		SC	sra	sra-sos	sra-sos.public	2011-02-10	2018-11-16	ERC000011	ERX2003999	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T09:52:41Z	public	265	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220305C	2012-07-28	365	222	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029318	ERS014525	ERP000331	ERS014525	SAMEA751130 ERS014525	Bordetella pertussis		2000		Argentina			disease	BP7			B004	public
BP101_rpt-sc-2010-09-09-282727	WGS		116	PRJEB2274	SAMEA751129		SC	sra	ncbi		2011-02-10	2018-11-16	ERC000011	ERX2004000	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T11:57:07Z	public	262	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220306D	2012-07-30	231	141	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029319	ERS014526	ERP000331	ERS014526	SAMEA751129 ERS014526	Bordetella pertussis		2001		Argentina			disease	BP101			B005	public
PRCB637_rpt-sc-2010-09-09-282728	WGS		116	PRJEB2274	SAMEA751128		SC	sra	ncbi		2011-02-10	2018-11-16	ERC000011	ERX2004025	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T13:28:43Z	public	282	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220332F	2012-07-28	283	167	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029329	ERS014527	ERP000331	ERS014527	SAMEA751128 ERS014527	Bordetella pertussis		2006		Finland			disease	PRCB637			B092	public
PRCB649_rpt-sc-2010-09-09-282729	WGS		116	PRJEB2274	SAMEA751133		SC	sra	sra-sos	sra-sos.public	2011-02-10	2018-11-16	ERC000011	ERX2004026	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T11:57:07Z	public	278	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220333G	2012-07-28	251	149	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029333	ERS014528	ERP000331	ERS014528	SAMEA751133 ERS014528	Bordetella pertussis		2006		Finland			disease	PRCB649			B094	public
PRCB521_rpt-sc-2010-09-09-282730	WGS		116	PRJEB2274	SAMEA751132		SC	sra	ncbi		2011-02-10	2018-11-16	ERC000011	ERX2004027	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T09:52:41Z	public	280	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220334H	2012-07-28	187	113	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029334	ERS014529	ERP000331	ERS014529	SAMEA751132 ERS014529	Bordetella pertussis		2004		Finland			disease	PRCB521			B091	public
PRCB450_rpt-sc-2010-09-09-282731	WGS		116	PRJEB2274	SAMEA751160		SC	sra	ncbi		2011-02-10	2018-11-16	ERC000011	ERX2004028	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T09:52:41Z	public	272	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220335I	2012-07-30	338	200	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029335	ERS014530	ERP000331	ERS014530	SAMEA751160 ERS014530	Bordetella pertussis		2003		Finland			disease	PRCB450			B090	public
PRCB640_rpt-sc-2010-09-09-282732	WGS		116	PRJEB2274	SAMEA751161		SC	sra	ncbi		2011-02-10	2018-11-16	ERC000011	ERX2004029	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T09:52:41Z	public	284	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220336J	2012-07-30	177	107	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029336	ERS014531	ERP000331	ERS014531	SAMEA751161 ERS014531	Bordetella pertussis		2006		Finland			disease	PRCB640			B093	public
DK6_rpt-sc-2010-09-09-282733	WGS		116	PRJEB2274	SAMEA751162		SC	sra	sra-sos	sra-sos.public	2011-02-10	2018-11-16	ERC000011	ERX2004030	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T11:57:07Z	public	274	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220337K	2012-07-30	356	213	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029337	ERS014532	ERP000331	ERS014532	SAMEA751162 ERS014532	Bordetella pertussis		1962		Denmark			disease	DK6			B070	public
DK7_rpt-sc-2010-09-09-282734	WGS		116	PRJEB2274	SAMEA751163		SC	sra	ncbi		2011-02-10	2018-11-16	ERC000011	ERX2004031	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T11:57:07Z	public	277	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220338L	2012-07-28	192	114	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029338	ERS014533	ERP000331	ERS014533	SAMEA751163 ERS014533	Bordetella pertussis		1968		Denmark			disease	DK7			B071	public
DK8_rpt-sc-2010-09-09-282735	WGS		116	PRJEB2274	SAMEA751156		SC	sra	ncbi		2011-02-10	2018-11-16	ERC000011	ERX2004032	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T11:57:07Z	public	266	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220339M	2012-07-28	343	204	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029339	ERS014534	ERP000331	ERS014534	SAMEA751156 ERS014534	Bordetella pertussis		1974		Denmark			disease	DK8			B072	public
DK10_rpt-sc-2010-09-09-282736	WGS		116	PRJEB2274	SAMEA751157		SC	sra	ncbi		2011-02-10	2018-11-16	ERC000011	ERX2004033	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T09:52:41Z	public	281	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220340F	2012-07-30	399	239	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029340	ERS014535	ERP000331	ERS014535	SAMEA751157 ERS014535	Bordetella pertussis		2001		Denmark			disease	DK10			B073	public
DK11_rpt-sc-2010-09-09-282737	WGS		116	PRJEB2274	SAMEA751158		SC	sra	sra-sos	sra-sos.public	2011-02-10	2018-11-16	ERC000011	ERX2004034	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T09:52:41Z	public	276	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220341G	2012-07-30	222	132	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029330	ERS014536	ERP000331	ERS014536	SAMEA751158 ERS014536	Bordetella pertussis		2001		Denmark			disease	DK11			B074	public
DK12_rpt-sc-2010-09-09-282738	WGS		116	PRJEB2274	SAMEA751159		SC	sra	ncbi		2011-02-10	2018-11-16	ERC000011	ERX2004035	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T09:52:41Z	public	285	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220342H	2012-07-30	120	72	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029331	ERS014537	ERP000331	ERS014537	SAMEA751159 ERS014537	Bordetella pertussis		2001		Denmark			disease	DK12			B075	public
DK13_rpt-sc-2010-09-09-282739	WGS		116	PRJEB2274	SAMEA751164		SC	sra	ncbi		2011-02-10	2018-11-16	ERC000011	ERX2004036	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T10:03:37Z	public	289	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220343I	2012-07-30	180	108	Bordetella pertussis	ILLUMINA	2011-03-18	ERR029332	ERS014538	ERP000331	ERS014538	SAMEA751164 ERS014538	Bordetella pertussis		2002		Denmark			disease	DK13			B076	public
bp5640_rpt-sc-2010-09-09-282752	WGS		116	PRJEB2274	SAMEA751292		SC	sra	sra-sos	sra-sos.public	2011-02-01	2018-11-16	ERC000011	ERX1997167	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T11:57:35Z	public	234	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220015S	2012-07-30	318	198	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028821	ERS014551	ERP000331	ERS014551	SAMEA751292 ERS014551	Bordetella pertussis		2004		Sweden			disease	P348/04			B259	public
bp5822_rpt-sc-2010-09-09-282753	WGS		116	PRJEB2274	SAMEA751286		SC	sra	ncbi		2011-02-01	2018-11-16	ERC000011	ERX1997168	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T09:52:41Z	public	250	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220016T	2012-07-28	275	172	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028825	ERS014552	ERP000331	ERS014552	SAMEA751286 ERS014552	Bordetella pertussis		2004		Sweden			disease	P494/04			B263	public
bp3092_rpt-sc-2010-09-09-282754	WGS		116	PRJEB2274	SAMEA751288		SC	sra	sra-sos	sra-sos.public	2011-02-01	2018-11-16	ERC000011	ERX1997169	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T09:52:41Z	public	255	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220017U	2012-07-30	278	176	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028826	ERS014553	ERP000331	ERS014553	SAMEA751288 ERS014553	Bordetella pertussis		2000		Sweden			disease	P854/00			B257	public
bp890_rpt-sc-2010-09-09-282755	WGS		116	PRJEB2274	SAMEA751339		SC	sra	ncbi		2011-02-01	2018-11-16	ERC000011	ERX1997170	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T10:03:37Z	public	249	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220018V	2012-07-30	328	204	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028827	ERS014554	ERP000331	ERS014554	SAMEA751339 ERS014554	Bordetella pertussis		1998		Sweden			disease	P642/98			B254	public
bp4834_rpt-sc-2010-09-09-282756	WGS		116	PRJEB2274	SAMEA751343		SC	sra	sra-sos	sra-sos.public	2011-02-01	2018-11-16	ERC000011	ERX1997171	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T11:57:35Z	public	253	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220019W	2012-07-30	341	214	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028828	ERS014555	ERP000331	ERS014555	SAMEA751343 ERS014555	Bordetella pertussis		2002		Sweden			disease	P303/02			B258	public
bp1773_rpt-sc-2010-09-09-282757	WGS		116	PRJEB2274	SAMEA751294		SC	sra	ncbi		2011-02-01	2018-11-16	ERC000011	ERX1997172	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T11:57:35Z	public	245	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220020P	2012-07-28	279	175	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028829	ERS014556	ERP000331	ERS014556	SAMEA751294 ERS014556	Bordetella pertussis		1999		Sweden			disease	P785/99			B256	public
bp5766_rpt-sc-2010-09-09-282758	WGS		116	PRJEB2274	SAMEA751296		SC	sra	ncbi		2011-02-01	2018-11-16	ERC000011	ERX1997173	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T09:52:41Z	public	255	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220021Q	2012-07-28	234	147	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028830	ERS014557	ERP000331	ERS014557	SAMEA751296 ERS014557	Bordetella pertussis		2004		Sweden			disease	P474/04			B260	public
bp6334_rpt-sc-2010-09-09-282759	WGS		116	PRJEB2274	SAMEA751307		SC	sra	sra-sos	sra-sos.public	2011-02-01	2018-11-16	ERC000011	ERX1997174	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T11:57:35Z	public	266	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220022R	2012-07-30	395	248	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028831	ERS014558	ERP000331	ERS014558	SAMEA751307 ERS014558	Bordetella pertussis		2006		Sweden			disease	P62/06			B264	public
bp5783_rpt-sc-2010-09-09-282760	WGS		116	PRJEB2274	SAMEA751309		SC	sra	sra-sos	sra-sos.public	2011-02-01	2018-11-16	ERC000011	ERX1997175	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T09:52:41Z	public	262	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220023S	2012-07-30	310	196	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028832	ERS014559	ERP000331	ERS014559	SAMEA751309 ERS014559	Bordetella pertussis		2004		Sweden			disease	P491/04			B262	public
bp5776_rpt-sc-2010-09-09-282761	WGS		116	PRJEB2274	SAMEA751359		SC	sra	sra-sos	sra-sos.public	2011-02-01	2018-11-16	ERC000011	ERX1997176	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T11:57:35Z	public	268	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220024T	2012-07-30	212	134	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028822	ERS014560	ERP000331	ERS014560	SAMEA751359 ERS014560	Bordetella pertussis		2004		Sweden			disease	P484/04			B261	public
bp1535_rpt-sc-2010-09-09-282762	WGS		116	PRJEB2274	SAMEA751357		SC	sra	ncbi		2011-02-01	2018-11-16	ERC000011	ERX1997177	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T09:52:41Z	public	250	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220025U	2012-07-30	360	227	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028823	ERS014561	ERP000331	ERS014561	SAMEA751357 ERS014561	Bordetella pertussis		1999		Sweden			disease	P575/99			B255	public
bp6632_rpt-sc-2010-09-09-282763	WGS		116	PRJEB2274	SAMEA751354		SC	sra	ncbi		2011-02-01	2018-11-16	ERC000011	ERX1997178	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T11:57:35Z	public	264	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220026V	2012-07-28	324	203	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028824	ERS014562	ERP000331	ERS014562	SAMEA751354 ERS014562	Bordetella pertussis		1956		Sweden			disease	A Kope5603			B246	public
Cz_rpt-sc-2010-09-09-282765	WGS		116	PRJEB2274	SAMEA751353		SC	sra	sra-sos	sra-sos.public	2011-02-01	2018-11-16	ERC000011	ERX1997132	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T11:57:35Z	public	240	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220031S	2012-07-30	378	234	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028834	ERS014564	ERP000331	ERS014564	SAMEA751353 ERS014564	Bordetella pertussis		1993		France			disease	Cz			B095	public
Hav_rpt-sc-2010-09-09-282766	WGS		116	PRJEB2274	SAMEA751350		SC	sra	sra-sos	sra-sos.public	2011-02-01	2018-11-16	ERC000011	ERX1997133	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T13:30:10Z	public	242	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220032T	2012-07-30	395	244	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028837	ERS014565	ERP000331	ERS014565	SAMEA751350 ERS014565	Bordetella pertussis		1993		France			disease	Hav			B096	public
FR145_rpt-sc-2010-09-09-282767	WGS		116	PRJEB2274	SAMEA751348		SC	sra	ncbi		2011-02-01	2018-11-16	ERC000011	ERX1997134	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T09:52:41Z	public	254	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220033U	2012-07-30	269	170	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028838	ERS014566	ERP000331	ERS014566	SAMEA751348 ERS014566	Bordetella pertussis		1995		France			disease	FR145			B097	public
FR287_rpt-sc-2010-09-09-282768	WGS		116	PRJEB2274	SAMEA751345		SC	sra	ncbi		2011-02-01	2018-11-16	ERC000011	ERX1997135	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T09:52:41Z	public	245	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220034V	2012-07-30	454	281	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028839	ERS014567	ERP000331	ERS014567	SAMEA751345 ERS014567	Bordetella pertussis		1996		France			disease	FR287			B098	public
FR743_rpt-sc-2010-09-09-282769	WGS		116	PRJEB2274	SAMEA751374		SC	sra	ncbi		2011-02-01	2018-11-16	ERC000011	ERX1997136	SC	Wellcome Sanger Institute	2011-02-14T17:17:51Z	2018-03-09T11:57:35Z	public	249	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220035W	2012-07-28	313	196	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028840	ERS014568	ERP000331	ERS014568	SAMEA751374 ERS014568	Bordetella pertussis		1999		France			disease	FR743			B099	public
FR1003_rpt-sc-2010-09-09-282770	WGS		116	PRJEB2274	SAMEA751372		SC	sra	ncbi		2011-02-01	2018-11-16	ERC000011	ERX1997137	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T11:57:35Z	public	245	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220036A	2012-07-28	298	186	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028841	ERS014569	ERP000331	ERS014569	SAMEA751372 ERS014569	Bordetella pertussis		2000		France			disease	FR1003			B100	public
FR1139_rpt-sc-2010-09-09-282771	WGS		116	PRJEB2274	SAMEA751409		SC	sra	ncbi		2011-02-01	2018-11-16	ERC000011	ERX1997138	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T09:52:41Z	public	257	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220037B	2012-07-30	269	168	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028842	ERS014570	ERP000331	ERS014570	SAMEA751409 ERS014570	Bordetella pertussis		2002		France			disease	FR1139			B101	public
FR3080_rpt-sc-2010-09-09-282772	WGS		116	PRJEB2274	SAMEA751411		SC	sra	ncbi		2011-02-01	2018-11-16	ERC000011	ERX1997139	SC	Wellcome Sanger Institute	2011-02-14T17:17:51Z	2018-03-09T09:52:41Z	public	268	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220038C	2012-07-30	338	212	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028843	ERS014571	ERP000331	ERS014571	SAMEA751411 ERS014571	Bordetella pertussis		2004		France			disease	FR3080			B102	public
FR3207_rpt-sc-2010-09-09-282773	WGS		116	PRJEB2274	SAMEA751413		SC	sra	ncbi		2011-02-01	2018-11-16	ERC000011	ERX1997140	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T09:52:41Z	public	266	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220039D	2012-07-30	268	169	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028844	ERS014572	ERP000331	ERS014572	SAMEA751413 ERS014572	Bordetella pertussis		2004		France			disease	FR3207			B103	public
FR3407_rpt-sc-2010-09-09-282774	WGS		116	PRJEB2274	SAMEA751415		SC	sra	ncbi		2011-02-01	2018-11-16	ERC000011	ERX1997141	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T11:57:35Z	public	274	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220040T	2012-07-28	318	200	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028835	ERS014573	ERP000331	ERS014573	SAMEA751415 ERS014573	Bordetella pertussis		2005		France			disease	FR3407			B104	public
FR3713_rpt-sc-2010-09-09-282775	WGS		116	PRJEB2274	SAMEA751417		SC	sra	sra-sos	sra-sos.public	2011-02-01	2018-11-16	ERC000011	ERX1997142	SC	Wellcome Sanger Institute	2011-02-14T17:17:51Z	2018-03-09T11:57:35Z	public	266	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220041U	2012-07-28	315	199	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028836	ERS014574	ERP000331	ERS014574	SAMEA751417 ERS014574	Bordetella pertussis		2007		France			disease	FR3713			B105	public
L452_rpt-sc-2010-09-09-282776	WGS		116	PRJEB2274	SAMEA751419		SC	sra	ncbi		2011-02-01	2018-11-16		ERX1997155	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T09:52:41Z	public	237	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220045B	2012-07-28	269	174	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028846	ERS014575	ERP000331	ERS014575	SAMEA751419 ERS014575	Bordetella pertussis												public
L453_rpt-sc-2010-09-09-282777	WGS		116	PRJEB2274	SAMEA751421		SC	sra	sra-sos	sra-sos.public	2011-02-01	2018-11-16	ERC000011	ERX1997156	SC	Wellcome Sanger Institute	2011-02-14T17:17:50Z	2018-03-09T09:52:41Z	public	234	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT220046C	2012-07-30	268	173	Bordetella pertussis	ILLUMINA	2011-03-18	ERR028850	ERS014576	ERP000331	ERS014576	SAMEA751421 ERS014576	Bordetella pertussis		1998		Australia			disease	L453			B036	public
